Data,Receitas Orçamentárias,Previsao Inicial,Previsao Atualizada (a),Receitas Realizadas no Bimestre (b),% (b/a),Receitas Realizadas até o Bimestre (c),% (c/a),SALDO (a-c),Bimestre,Ano,tempo
fevereiro 2018,Outros Serviços,"236.583.710,00","236.583.710,00","38.326.450,05","16,20","38.326.450,05","16,20","198.257.259,95",01,2018,2018-02-20
fevereiro 2018,TRANSFERÊNCIAS CORRENTES,"799.202.100,00","799.202.100,00","159.768.395,97","19,99","159.768.395,97","19,99","639.433.704,03",01,2018,2018-02-20
fevereiro 2018,Transferências da União e de suas Entidades,"657.502.100,00","657.502.100,00","129.144.280,52","19,64","129.144.280,52","19,64","528.357.819,48",01,2018,2018-02-20
fevereiro 2018,Transferências dos Estados e do Distrito Federal e de suas Entidades,,,,,,,,01,2018,2018-02-20
fevereiro 2018,Transferências dos Municípios e de suas Entidades,,,,,,,,01,2018,2018-02-20
fevereiro 2018,Transferências de Instituições Privadas,,,"46.000,00",,"46.000,00",,"-46.000,00",01,2018,2018-02-20
fevereiro 2018,Transferências de Outras Instituições Públicas,,,,,,,,01,2018,2018-02-20
fevereiro 2018,Transferências do Exterior,,,,,,,,01,2018,2018-02-20
fevereiro 2018,Transferências de Pessoas Físicas,"141.700.000,00","141.700.000,00","30.578.115,45","21,58","30.578.115,45","21,58","111.121.884,55",01,2018,2018-02-20
fevereiro 2018,Transferências Provenientes de Depósitos Não Identificados,,,,,,,,01,2018,2018-02-20
fevereiro 2018,OUTRAS RECEITAS CORRENTES,"45.587.000,00","45.587.000,00","7.357.750,75","16,14","7.357.750,75","16,14","38.229.249,25",01,2018,2018-02-20
fevereiro 2018,"Multas Administrativas, Contratuais e Judiciais","15.521.000,00","15.521.000,00","2.210.356,27","14,24","2.210.356,27","14,24","13.310.643,73",01,2018,2018-02-20
fevereiro 2018,"Indenizações, Restituições e Ressarcimentos","2.208.000,00","2.208.000,00","258.812,49","11,72","258.812,49","11,72","1.949.187,51",01,2018,2018-02-20
fevereiro 2018,"Bens, Direitos e Valores Incorporados ao Patrimônio Público",,,,,,,,01,2018,2018-02-20
fevereiro 2018,Demais Receitas Correntes,"27.858.000,00","27.858.000,00","4.888.581,99","17,55","4.888.581,99","17,55","22.969.418,01",01,2018,2018-02-20
fevereiro 2018,RECEITAS DE CAPITAL,"49.858.330,00","49.858.330,00","3.505.144,76","7,03","3.505.144,76","7,03","46.353.185,24",01,2018,2018-02-20
fevereiro 2018,OPERAÇÕES DE CRÉDITO,"32.771.950,00","32.771.950,00","1.392.725,03","4,25","1.392.725,03","4,25","31.379.224,97",01,2018,2018-02-20
fevereiro 2018,Operações de Crédito - Mercado Interno,"32.771.950,00","32.771.950,00","1.392.725,03","4,25","1.392.725,03","4,25","31.379.224,97",01,2018,2018-02-20
fevereiro 2018,Operações de Crédito - Mercado Externo,,,,,,,,01,2018,2018-02-20
fevereiro 2018,ALIENAÇÃO DE BENS,"550.000,00","550.000,00","0,00",,"0,00",,"550.000,00",01,2018,2018-02-20
fevereiro 2018,Alienação de Bens Móveis,"550.000,00","550.000,00","0,00",,"0,00",,"550.000,00",01,2018,2018-02-20
fevereiro 2018,Alienação de Bens Imóveis,,,,,,,,01,2018,2018-02-20
fevereiro 2018,Alienação de Bens Intangíveis,,,,,,,,01,2018,2018-02-20
fevereiro 2018,AMORTIZAÇÕES DE EMPRÉSTIMOS,,,,,,,,01,2018,2018-02-20
fevereiro 2018,TRANSFERÊNCIAS DE CAPITAL,"16.436.380,00","16.436.380,00","2.112.419,73","12,85","2.112.419,73","12,85","14.323.960,27",01,2018,2018-02-20
fevereiro 2018,Transferências da União e de suas Entidades,"16.436.380,00","16.436.380,00","2.112.419,73","12,85","2.112.419,73","12,85","14.323.960,27",01,2018,2018-02-20
fevereiro 2018,Transferências dos Estados e do Distrito Federal e de suas Entidades,,,,,,,,01,2018,2018-02-20
fevereiro 2018,Transferências dos Municípios e de suas Entidades,,,,,,,,01,2018,2018-02-20
fevereiro 2018,Transferências de Instituições Privadas,,,,,,,,01,2018,2018-02-20
fevereiro 2018,Transferências de Outras Instituições Públicas,,,,,,,,01,2018,2018-02-20
fevereiro 2018,Transferências do Exterior,,,,,,,,01,2018,2018-02-20
fevereiro 2018,Transferências de Pessoas Físicas,,,,,,,,01,2018,2018-02-20
fevereiro 2018,Transferências Provenientes de Depósitos Não Identificados,,,,,,,,01,2018,2018-02-20
fevereiro 2018,OUTRAS RECEITAS DE CAPITAL,"100.000,00","100.000,00","0,00",,"0,00",,"100.000,00",01,2018,2018-02-20
fevereiro 2018,Integralização do Capital Social,,,,,,,,01,2018,2018-02-20
fevereiro 2018,Remuneração das Disponibilidades do Tesouro,,,,,,,,01,2018,2018-02-20
fevereiro 2018,Resgate de Títulos do Tesouro,,,,,,,,01,2018,2018-02-20
fevereiro 2018,Demais Receitas de Capital,"100.000,00","100.000,00",,,,,"100.000,00",01,2018,2018-02-20
fevereiro 2018,RECEITAS (INTRA-ORÇAMENTÁRIAS) (II),"35.962.000,00","35.962.000,00","5.462.343,55","15,19","5.462.343,55","15,19","30.499.656,45",01,2018,2018-02-20
fevereiro 2018,SUBTOTAL DAS RECEITAS (III) = (I + II),"1.693.091.100,00","1.693.091.100,00","270.363.139,61","15,97","270.363.139,61","15,97","1.422.727.960,39",01,2018,2018-02-20
fevereiro 2018,OPERAÇÕES DE CRÉDITO/REFINANCIAMENTO (IV),"0,00","0,00","0,00",,"0,00",,"0,00",01,2018,2018-02-20
fevereiro 2018,Operações de Crédito - Mercado Interno,"0,00","0,00","0,00",,"0,00",,"0,00",01,2018,2018-02-20
fevereiro 2018,Mobiliária,,,,,,,,01,2018,2018-02-20
fevereiro 2018,Contratual,,,,,,,,01,2018,2018-02-20
fevereiro 2018,Operações de Crédito - Mercado Externo,"0,00","0,00","0,00",,"0,00",,"0,00",01,2018,2018-02-20
fevereiro 2018,Mobiliária,,,,,,,,01,2018,2018-02-20
fevereiro 2018,Contratual,,,,,,,,01,2018,2018-02-20
fevereiro 2018,SUBTOTAL COM REFINANCIAMENTO (V) = (III + IV),"1.693.091.100,00","1.693.091.100,00","270.363.139,61","15,97","270.363.139,61","15,97","1.422.727.960,39",01,2018,2018-02-20
fevereiro 2018,DÉFICIT (VI),,,,,,,,01,2018,2018-02-20
fevereiro 2018,TOTAL (VII) = (V + VI),"1.693.091.100,00","1.693.091.100,00","270.363.139,61","15,97","270.363.139,61","15,97","1.422.727.960,39",01,2018,2018-02-20
fevereiro 2018,SALDOS DE EXERCÍCIOS ANTERIORES,,"6.093.161,10",,,"6.093.161,10",,,01,2018,2018-02-20
fevereiro 2018,Recursos Arrecadados em Exercícios Anteriores - RPPS,,,,,,,,01,2018,2018-02-20
fevereiro 2018,Superávit Financeiro Utilizado para Créditos Adicionais,,"6.093.161,10",,,"6.093.161,10",,,01,2018,2018-02-20
fevereiro 2018,Reabertura de Créditos Adicionais,,,,,,,,01,2018,2018-02-20
dezembro 2019,RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I),"1.751.153.900,00","1.751.153.900,00","304.560.671,34","17,39","1.700.714.442,37","97,12","50.439.457,63",06,2019,2019-12-20
dezembro 2019,RECEITAS CORRENTES,"1.711.089.897,00","1.711.089.897,00","295.339.164,38","17,26","1.676.406.463,03","97,97","34.683.433,97",06,2019,2019-12-20
dezembro 2019,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","504.374.500,00","504.374.500,00","74.991.574,35","14,87","466.396.004,42","92,47","37.978.495,58",06,2019,2019-12-20
dezembro 2019,Impostos,"448.893.400,00","448.893.400,00","70.653.747,12","15,74","424.603.340,13","94,59","24.290.059,87",06,2019,2019-12-20
dezembro 2019,Taxas,"53.137.600,00","53.137.600,00","4.326.603,31","8,14","41.722.951,55","78,52","11.414.648,45",06,2019,2019-12-20
dezembro 2019,Contribuição de Melhoria,"2.343.500,00","2.343.500,00","11.223,92","0,48","69.712,74","2,97","2.273.787,26",06,2019,2019-12-20
dezembro 2019,CONTRIBUIÇÕES,"18.428.000,00","18.428.000,00","4.211.564,84","22,85","18.230.512,79","98,93","197.487,21",06,2019,2019-12-20
dezembro 2019,Contribuições Sociais,"18.428.000,00","18.428.000,00","4.211.564,84","22,85","18.230.512,79","98,93","197.487,21",06,2019,2019-12-20
dezembro 2019,Contribuições Econômicas,,,,,,,,06,2019,2019-12-20
dezembro 2019,"Contribuições para Entidades Privadas de Serviço Social e de Formação
Profissional",,,,,,,,06,2019,2019-12-20
dezembro 2019,Contribuição para o Custeio do Serviço de Iluminação Pública,,,,,,,,06,2019,2019-12-20
dezembro 2019,RECEITA PATRIMONIAL,"41.839.100,00","41.839.100,00","3.924.329,44","9,38","45.009.872,68","107,58","-3.170.772,68",06,2019,2019-12-20
dezembro 2019,Exploração do Patrimônio Imobiliário do Estado,"2.972.100,00","2.972.100,00","464.601,31","15,63","2.885.016,62","97,07","87.083,38",06,2019,2019-12-20
dezembro 2019,Valores Mobiliários,"38.867.000,00","38.867.000,00","3.459.728,13","8,90","12.114.856,06","31,17","26.752.143,94",06,2019,2019-12-20
dezembro 2019,"Delegação de Serviços Públicos Mediante Concessão, Permissão, Autorização
ou Licença",,,,,,,,06,2019,2019-12-20
dezembro 2019,Exploração de Recursos Naturais,,,,,,,,06,2019,2019-12-20
dezembro 2019,Exploração do Patrimônio Intangível,,,,,,,,06,2019,2019-12-20
dezembro 2019,Cessão de Direitos,,,,,"30.010.000,00",,"-30.010.000,00",06,2019,2019-12-20
dezembro 2019,Demais Receitas Patrimoniais,,,,,,,,06,2019,2019-12-20
dezembro 2019,RECEITA AGROPECUÁRIA,,,,,,,,06,2019,2019-12-20
dezembro 2019,RECEITA INDUSTRIAL,,,,,,,,06,2019,2019-12-20
dezembro 2019,RECEITA DE SERVIÇOS,"259.153.500,00","259.153.500,00","44.145.525,47","17,03","247.018.406,99","95,32","12.135.093,01",06,2019,2019-12-20
dezembro 2019,Serviços Administrativos e Comerciais Gerais,"259.033.500,00","259.033.500,00","44.145.513,97","17,04","247.016.964,95","95,36","12.016.535,05",06,2019,2019-12-20
dezembro 2019,Serviços e Atividades Referentes à Navegação e ao Transporte,,,,,,,,06,2019,2019-12-20
dezembro 2019,Serviços e Atividades Referentes à Saúde,,,,,,,,06,2019,2019-12-20
dezembro 2019,Serviços e Atividades Financeiras,,,,,,,,06,2019,2019-12-20
dezembro 2019,Outros Serviços,"120.000,00","120.000,00","11,50","0,01","1.442,04","1,20","118.557,96",06,2019,2019-12-20
dezembro 2019,TRANSFERÊNCIAS CORRENTES,"850.693.100,00","850.693.100,00","161.466.520,90","18,98","866.923.440,68","101,91","-16.230.340,68",06,2019,2019-12-20
dezembro 2019,Transferências da União e de suas Entidades,"244.348.900,00","244.348.900,00","49.414.770,44","20,22","241.511.810,84","98,84","2.837.089,16",06,2019,2019-12-20
dezembro 2019,Transferências dos Estados e do Distrito Federal e de suas Entidades,"451.439.200,00","451.439.200,00","79.943.265,85","17,71","453.522.122,94","100,46","-2.082.922,94",06,2019,2019-12-20
dezembro 2019,Transferências dos Municípios e de suas Entidades,"1.125.000,00","1.125.000,00","200.388,60","17,81","1.279.960,10","113,77","-154.960,10",06,2019,2019-12-20
dezembro 2019,Transferências de Instituições Privadas,,,,,,,,06,2019,2019-12-20
dezembro 2019,Transferências de Outras Instituições Públicas,"153.780.000,00","153.780.000,00","31.908.096,01","20,75","170.609.546,80","110,94","-16.829.546,80",06,2019,2019-12-20
dezembro 2019,Transferências do Exterior,,,,,,,,06,2019,2019-12-20
dezembro 2019,Transferências de Pessoas Físicas,,,,,,,,06,2019,2019-12-20
dezembro 2019,Transferências Provenientes de Depósitos Não Identificados,,,,,,,,06,2019,2019-12-20
dezembro 2019,OUTRAS RECEITAS CORRENTES,"36.601.697,00","36.601.697,00","6.599.649,38","18,03","32.828.225,47","89,69","3.773.471,53",06,2019,2019-12-20
dezembro 2019,"Multas Administrativas, Contratuais e Judiciais","17.742.700,00","17.742.700,00","2.930.933,37","16,52","17.076.109,26","96,24","666.590,74",06,2019,2019-12-20
dezembro 2019,"Indenizações, Restituições e Ressarcimentos","1.710.500,00","1.710.500,00","61.597,56","3,60","1.000.001,96","58,46","710.498,04",06,2019,2019-12-20
dezembro 2019,"Bens, Direitos e Valores Incorporados ao Patrimônio Público","55.000,00","55.000,00","5.810,00","10,56","19.010,00","34,56","35.990,00",06,2019,2019-12-20
dezembro 2019,Demais Receitas Correntes,"17.093.497,00","17.093.497,00","3.601.308,45","21,07","14.733.104,25","86,19","2.360.392,75",06,2019,2019-12-20
dezembro 2019,RECEITAS DE CAPITAL,"40.064.003,00","40.064.003,00","9.221.506,96","23,02","24.307.979,34","60,67","15.756.023,66",06,2019,2019-12-20
dezembro 2019,OPERAÇÕES DE CRÉDITO,"32.956.200,00","32.956.200,00","3.832.827,45","11,63","10.142.898,40","30,78","22.813.301,60",06,2019,2019-12-20
dezembro 2019,Operações de Crédito - Mercado Interno,"32.956.200,00","32.956.200,00","3.832.827,45","11,63","10.142.898,40","30,78","22.813.301,60",06,2019,2019-12-20
dezembro 2019,Operações de Crédito - Mercado Externo,,,,,,,,06,2019,2019-12-20
dezembro 2019,ALIENAÇÃO DE BENS,"490.000,00","490.000,00","228.268,32","46,59","358.512,78","73,17","131.487,22",06,2019,2019-12-20
dezembro 2019,Alienação de Bens Móveis,"490.000,00","490.000,00","228.268,32","46,59","341.859,65","69,77","148.140,35",06,2019,2019-12-20
dezembro 2019,Alienação de Bens Imóveis,,,,,"16.653,13",,"-16.653,13",06,2019,2019-12-20
dezembro 2019,Alienação de Bens Intangíveis,,,,,,,,06,2019,2019-12-20
dezembro 2019,AMORTIZAÇÕES DE EMPRÉSTIMOS,,,,,,,,06,2019,2019-12-20
dezembro 2019,TRANSFERÊNCIAS DE CAPITAL,"6.616.803,00","6.616.803,00","5.160.411,19","77,99","13.806.568,16","208,66","-7.189.765,16",06,2019,2019-12-20
dezembro 2019,Transferências da União e de suas Entidades,"3.047.000,00","3.047.000,00","2.733.518,74","89,71","9.470.729,54","310,82","-6.423.729,54",06,2019,2019-12-20
dezembro 2019,Transferências dos Estados e do Distrito Federal e de suas Entidades,"3.569.803,00","3.569.803,00","2.426.892,45","67,98","4.335.838,62","121,46","-766.035,62",06,2019,2019-12-20
dezembro 2019,Transferências dos Municípios e de suas Entidades,,,,,,,,06,2019,2019-12-20
dezembro 2019,Transferências de Instituições Privadas,,,,,,,,06,2019,2019-12-20
dezembro 2019,Transferências de Outras Instituições Públicas,,,,,,,,06,2019,2019-12-20
dezembro 2019,Transferências do Exterior,,,,,,,,06,2019,2019-12-20
dezembro 2019,Transferências de Pessoas Físicas,,,,,,,,06,2019,2019-12-20
dezembro 2019,Transferências Provenientes de Depósitos Não Identificados,,,,,,,,06,2019,2019-12-20
dezembro 2019,OUTRAS RECEITAS DE CAPITAL,"1.000,00","1.000,00",,"0,00",,"0,00","1.000,00",06,2019,2019-12-20
dezembro 2019,Integralização do Capital Social,,,,,,,,06,2019,2019-12-20
dezembro 2019,Remuneração das Disponibilidades do Tesouro,,,,,,,,06,2019,2019-12-20
dezembro 2019,Resgate de Títulos do Tesouro,,,,,,,,06,2019,2019-12-20
dezembro 2019,Demais Receitas de Capital,"1.000,00","1.000,00",,"0,00",,"0,00","1.000,00",06,2019,2019-12-20
dezembro 2019,RECEITAS (INTRA-ORÇAMENTÁRIAS) (II),"36.856.000,00","36.856.000,00","8.407.062,35","22,81","36.476.886,05","98,97","379.113,95",06,2019,2019-12-20
dezembro 2019,SUBTOTAL DAS RECEITAS (III) = (I + II),"1.788.009.900,00","1.788.009.900,00","312.967.733,69","17,50","1.737.191.328,42","97,16","50.818.571,58",06,2019,2019-12-20
dezembro 2019,OPERAÇÕES DE CRÉDITO/REFINANCIAMENTO (IV),,,,,,,,06,2019,2019-12-20
dezembro 2019,Operações de Crédito - Mercado Interno,,,,,,,,06,2019,2019-12-20
dezembro 2019,Mobiliária,,,,,,,,06,2019,2019-12-20
dezembro 2019,Contratual,,,,,,,,06,2019,2019-12-20
dezembro 2019,Operações de Crédito - Mercado Externo,,,,,,,,06,2019,2019-12-20
dezembro 2019,Mobiliária,,,,,,,,06,2019,2019-12-20
dezembro 2019,Contratual,,,,,,,,06,2019,2019-12-20
dezembro 2019,SUBTOTAL COM REFINANCIAMENTO (V) = (III + IV),"1.788.009.900,00","1.788.009.900,00","312.967.733,69","17,50","1.737.191.328,42","97,16","50.818.571,58",06,2019,2019-12-20
dezembro 2019,DÉFICIT (VI),,,,,,,,06,2019,2019-12-20
dezembro 2019,TOTAL (VII) = (V + VI),"1.788.009.900,00","1.788.009.900,00","312.967.733,69","17,50","1.737.191.328,42","97,16","50.818.571,58",06,2019,2019-12-20
dezembro 2019,SALDOS DE EXERCÍCIOS ANTERIORES,,"55.145.311,91",,,"55.145.311,91",,,06,2019,2019-12-20
dezembro 2019,Recursos Arrecadados em Exercícios Anteriores - RPPS,,,,,,,,06,2019,2019-12-20
dezembro 2019,Superávit Financeiro Utilizado para Créditos Adicionais,,"55.145.311,91",,,"55.145.311,91",,,06,2019,2019-12-20
outubro 2019,RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I),"1.751.153.900,00","1.751.153.900,00","292.518.524,69","16,70","1.396.153.771,03","79,73","355.000.128,97",05,2019,2019-10-20
outubro 2019,RECEITAS CORRENTES,"1.711.089.897,00","1.711.089.897,00","287.542.720,02","16,80","1.381.067.298,65","80,71","330.022.598,35",05,2019,2019-10-20
outubro 2019,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","504.374.500,00","504.374.500,00","69.914.290,49","13,86","391.404.430,07","77,60","112.970.069,93",05,2019,2019-10-20
outubro 2019,Impostos,"448.893.400,00","448.893.400,00","65.114.893,37","14,51","353.949.593,01","78,85","94.943.806,99",05,2019,2019-10-20
outubro 2019,Taxas,"53.137.600,00","53.137.600,00","4.787.897,54","9,01","37.396.348,24","70,38","15.741.251,76",05,2019,2019-10-20
outubro 2019,Contribuição de Melhoria,"2.343.500,00","2.343.500,00","11.499,58","0,49","58.488,82","2,50","2.285.011,18",05,2019,2019-10-20
outubro 2019,CONTRIBUIÇÕES,"18.428.000,00","18.428.000,00","2.811.924,53","15,26","14.018.947,95","76,07","4.409.052,05",05,2019,2019-10-20
outubro 2019,Contribuições Sociais,"18.428.000,00","18.428.000,00","2.811.924,53","15,26","14.018.947,95","76,07","4.409.052,05",05,2019,2019-10-20
outubro 2019,Contribuições Econômicas,,,,,,,,05,2019,2019-10-20
outubro 2019,"Contribuições para Entidades Privadas de Serviço Social e de Formação
Profissional",,,,,,,,05,2019,2019-10-20
outubro 2019,Contribuição para o Custeio do Serviço de Iluminação Pública,,,,,,,,05,2019,2019-10-20
outubro 2019,RECEITA PATRIMONIAL,"41.839.100,00","41.839.100,00","31.883.581,18","76,21","41.085.543,24","98,20","753.556,76",05,2019,2019-10-20
outubro 2019,Exploração do Patrimônio Imobiliário do Estado,"2.972.100,00","2.972.100,00","473.708,91","15,94","2.420.415,31","81,44","551.684,69",05,2019,2019-10-20
outubro 2019,Valores Mobiliários,"38.867.000,00","38.867.000,00","1.399.872,27","3,60","8.655.127,93","22,27","30.211.872,07",05,2019,2019-10-20
outubro 2019,"Delegação de Serviços Públicos Mediante Concessão, Permissão, Autorização
ou Licença",,,,,,,,05,2019,2019-10-20
outubro 2019,Exploração de Recursos Naturais,,,,,,,,05,2019,2019-10-20
outubro 2019,Exploração do Patrimônio Intangível,,,,,,,,05,2019,2019-10-20
outubro 2019,Cessão de Direitos,,,"30.010.000,00",,"30.010.000,00",,"-30.010.000,00",05,2019,2019-10-20
outubro 2019,Demais Receitas Patrimoniais,,,,,,,,05,2019,2019-10-20
outubro 2019,RECEITA AGROPECUÁRIA,,,,,,,,05,2019,2019-10-20
outubro 2019,RECEITA INDUSTRIAL,,,,,,,,05,2019,2019-10-20
outubro 2019,RECEITA DE SERVIÇOS,"259.153.500,00","259.153.500,00","41.963.772,28","16,19","202.872.881,52","78,28","56.280.618,48",05,2019,2019-10-20
outubro 2019,Serviços Administrativos e Comerciais Gerais,"259.033.500,00","259.033.500,00","41.963.688,57","16,20","202.871.450,98","78,32","56.162.049,02",05,2019,2019-10-20
outubro 2019,Serviços e Atividades Referentes à Navegação e ao Transporte,,,,,,,,05,2019,2019-10-20
outubro 2019,Serviços e Atividades Referentes à Saúde,,,,,,,,05,2019,2019-10-20
outubro 2019,Serviços e Atividades Financeiras,,,,,,,,05,2019,2019-10-20
outubro 2019,Outros Serviços,"120.000,00","120.000,00","83,71","0,07","1.430,54","1,19","118.569,46",05,2019,2019-10-20
outubro 2019,TRANSFERÊNCIAS CORRENTES,"850.693.100,00","850.693.100,00","135.433.356,92","15,92","705.456.919,78","82,93","145.236.180,22",05,2019,2019-10-20
outubro 2019,Transferências da União e de suas Entidades,"244.348.900,00","244.348.900,00","39.888.181,11","16,32","192.097.040,40","78,62","52.251.859,60",05,2019,2019-10-20
outubro 2019,Transferências dos Estados e do Distrito Federal e de suas Entidades,"451.439.200,00","451.439.200,00","68.788.516,31","15,24","373.578.857,09","82,75","77.860.342,91",05,2019,2019-10-20
outubro 2019,Transferências dos Municípios e de suas Entidades,"1.125.000,00","1.125.000,00","133.746,30","11,89","1.079.571,50","95,96","45.428,50",05,2019,2019-10-20
outubro 2019,Transferências de Instituições Privadas,,,,,,,,05,2019,2019-10-20
outubro 2019,Transferências de Outras Instituições Públicas,"153.780.000,00","153.780.000,00","26.622.913,20","17,31","138.701.450,79","90,19","15.078.549,21",05,2019,2019-10-20
outubro 2019,Transferências do Exterior,,,,,,,,05,2019,2019-10-20
